SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
19969,CDM,IQVIA,Vedolizumab-4014,58071,1-351C1RD,United_States,florida research network llc,gainesville,florida,32605,,4911,6800 nw 9th blvdsuite 1
19970,CDM,PPD,C16014,1-E46RF,,United_States,gainsville hematology oncology associates,florida,gainesville,32605,,4912,1147 northwest 64th terracesuite 160
19971,CDM,PPD,C16021,1-8K3ATZ,,United_States,robert r carroll md pa,florida,gainesville,32605,,4913,6400 west newberry roadsuite 206
19973,CDM,PPD,SHP647-305,1-1119KPQ,,United_States,southeastern integrated medical,florida,gainesville,32607,,4915,4343 west newberry roadsuite 17
19975,CDM,PPD,TAK-071-2002,1-65R9SDE,,United_States,university of florida center for movement disorders  neurorestoration,florida,gainesville,32607,,4917,3450 hull road4th floor
19976,CDM,PPD,SHP620-303,1-169WTFX,,United_States,ufshands health shands cancer hospital,florida,gainesville,32608,,4918,1515 southwest archer roadnephrology
19986,CDM,PPD,SHP607-202,1-15MY47Y,,United_States,university of florida,florida,gainesville,326081136,,4928,2000 southwest archer road
19987,CDM,PPD,Brigatinib-1003,1-6185EA3,,United_States,pediatric sarcoma center at the university of florida,florida,gainesville,32610,,4929,1600 southwest archer road
19989,CDM,IQVIA,261203,113,1-1X5XPJI,United_States,uf health shands hospital,gainesville,florida,32610,,4931,1600 sw archer rd
19990,CDM,PPD,Pevonedistat-3001,1-16PZHR8,,United_States,ufshands health shands cancer hospital,florida,gainesville,32610,,4932,1600 southwest archer roaddepartment of medicinepo box 100278
19991,CDM,PRA,SYR-322_309,58029,1-1FJWY3D,United_States,university of florida,fl,gainesville,32610,,4933,1699 southwest 16th avenue
20000,CDM,IQVIA,241302,004,1-1YONIZR,United_States,university of florida,gainsville,florida,32610,,4942,1600 sw archer roadpo box 10278
20001,CDM,IQVIA,241501,143,1-4AX5RK8,United_States,university of florida  shands,gainesville,florida,32610,,4943,1601 sw archer road rm hd204po box 100298
20002,CDM,IQVIA,TED-R13-002,0549,1-2ZND8BP,United_States,university of florida college of medicine,gainesville,florida,32610,,4944,1600 sw archer rdbox 100296
20007,CDM,PPD,SHP465-308,136,,United_States,altamonte pediatrics,florida,altamonte springs,32701,,4949,475 osceola street
20008,CDM,PPD,SHP647-306,1-25R0VY4,,United_States,digestive disease consultants orlando,florida,altamonte springs,32701,,4950,623 maitland avenuesuite 201
20015,CDM,PPD,SHP647-305,1-24QTFMU,,United_States,the gastroenterology group,florida,altamonte,32714,,4957,205 loraine drive
20022,CDM,PPD,SHP647-305,1-XZL2L0,,United_States,avail clinical research llc,florida,deland,32720,,4964,860 peachwood drive
20024,CDM,PPD,SHP647-304,1-166YDU2,,United_States,center for advanced gastroenterology,florida,maitland,32751,,4966,1101 north maitland avenue
20031,CDM,IQVIA,Vedolizumab-4014,58021,1-2VT531A,United_States,cfagi llc,maitland,florida,32751,,4973,740 south concourse pkwy suite 200
20032,CDM,PPD,TAK-079-1005,58502,,United_States,neurology associates pa,florida,maitland,32751,,4974,301 north maitland avenueresearch departmentsuite a1
20033,CDM,PPD,TAK-981-1502,1-7MSD5J4,,United_States,florida cancer specialists  south  scri  ppds,florida,orange city,32763,,4975,765 image waysuite 200
20034,CDM,PPD,SHP465-308,1-1S4V8GN,,United_States,medical research of central florida  clinedge  ppds,florida,orange city,32763,,4976,2725 rebecca lane
20035,CDM,PPD,C16029,58008,,United_States,mid florida hematology and oncology centers pa,florida,orange city,32763,,4977,2776 enterprise roadsuite 100
20036,CDM,PPD,C16019,1-CJ0OTP,,United_States,mid florida hematology and oncology centers pa,florida,orange county city,32763,,4978,2276 enterprise roadresearch department
20038,CDM,PPD,SHP647-305,1-1113FD7,,United_States,international clinical research us llc,florida,sanford,32771,,4980,819 east 1st streetsuite 6
20040,CDM,IQVIA,TAK-883-3001,107,1-4UK4U7W,United_States,florida pulmonary research institute llc,winter park,florida,32789,,4982,1788 west fairbanks avenuesuite b
20043,CDM,PPD,SHP647-304,1-163URTV,,United_States,shafran gastroenterology center,florida,winter park,32789,,4985,601 west morse boulevard
20054,CDM,PPD,SHP647-302,1-18KBGUL,,United_States,research institute of central florida llc,florida,winter park,32792,,4996,2830 casa aloma way
20056,CDM,PPD,C16021,1-8IVGA0,,United_States,space coast medical associates,florida,titusville,32796,,4998,490 north washington
19559,CDM,PPD,SHP611-201,1-37RF581,,United_States,emory university school of medicine,georgia,atlanta,30322,,4501,615 michael streetsuite 301
19560,CDM,IQVIA,281102,024,1-2TUYIKA,United_States,winship cancer institute,atlanta,georgia,30322,,4502,1365c clifton rd ne
19561,CDM,PRA,AP32788-15-101,252,1-1K3BR0A,United_States,winship cancer institute,ga,atlanta,30322,,4503,1365 clifton road northeastsuite c5090
19564,CDM,PPD,TAK-981-1503,58006,,United_States,winship cancer institute emory university,georgia,atlanta,30322,,4506,1365  clifton road northeastinvestigational drug service
19565,CDM,PPD,TAK-007-2001,1-6ZX3V2O,,United_States,winship cancer institute emory university,georgia,atlanta,30322,,4507,1365 clifton rd ne
19577,CDM,PPD,SHP620-303,042,,United_States,emory university,georgia,atlanta,303220001,,4519,101 woodruff circlewoodruff memorial research building department of neusuite 2101
19584,CDM,PPD,MLN0002-3024,1-7JU6M4N,,United_States,emory childrens  pediatric research center,georgia,atlanta,303221014,,4526,2015 upper gate dr
19585,CDM,IQVIA,AskBio009-101,04,1-1FHAHNV,United_States,emory university school of medicine,atlanta,georgia,30324,,4527,2015 uppergate drsuite w340b
19586,CDM,IQVIA,TAK-101-2001,58006,1-4Z3EV7H,United_States,agile clinical research trials,atlanta,georgia,30328,,4528,750 hammond drbldg 2 suite 100
19588,CDM,PPD,SHP647-305,1-Y0ZAOA,,United_States,mount vernon clinical research llc  m3 wr  ern  ppds,georgia,sandy springs,30328,,4530,755 mount vernon highway
19590,CDM,IQVIA,TAK-994-1501,58004,1-4QCYHFN,United_States,neurotrials research inc,atlanta,georgia,30328,,4532,5887 glenridge drivesuite 400
19593,CDM,IQVIA,161503,120,1-307QFNG,United_States,emory healthcare,atlanta,georgia,30329,,4535,1400 tullie road ne
19594,CDM,PPD,SHP634-404,1-1PEFHUR,,United_States,emory university,georgia,atlanta,30329,,4536,12 executive park drive northeastdepartment of neurology
19597,CDM,IQVIA,TAK-831-2002,58002,1-45LSM4H,United_States,atlanta center for medical research,atlanta,georgia,30331,,4539,501 fairburn road sw
19598,CDM,PPD,SHP647-301,1-XFSJ2D,,United_States,alta pharmaceutical research center inc,georgia,dunwoody,30338,,4540,4553 north shallowford road
19600,CDM,PPD,SHP465-308,154,,United_States,atlanta behavioral research llc  clinedge  ppds,georgia,atlanta,30338,,4542,2150 peachford rd
19601,CDM,IQVIA,MLN0002SC-3031,58081,1-21HM3S8,United_States,atlanta gastroenterology associates,atlanta,georgia,30342,,4543,5671 peachtree dunwoody road nesuite 512
19611,CDM,PPD,Pevonedistat-2001,1-D8ZX5Q,,United_States,blood and marrow transplant group of georgia at northside hospital clinic,georgia,atlanta,30342,,4553,5670 peachtree dunwoody road
19613,CDM,PPD,C16029,1-YFEFM7,,United_States,blood marrow transplant group of georgia at northside hospital atlanta,georgia,atlanta,30342,,4555,1000 johnson ferry road
19617,CDM,PPD,SHP621-303,303-117,,United_States,childrens center for digestive healthcare,georgia,atlanta,30342,,4559,993 f johnson ferry road northeast  research directorchildrens center for digestive health
19620,CDM,PRA,Vedolizumab-2005,58005,1-1BUWNKC,United_States,childrens center for digestive healthcare,ga,atlanta,30342,,4562,993d johnson ferry roadsuite 440
19622,CDM,PPD,SHP647-301,1-ZGHKCB,,United_States,gastroenterology north georgia,georgia,atlanta,30342,,4564,960 johnson ferry roadsuite 515
19624,CDM,PPD,C16014,1-HCHW3,,United_States,georgia cancer specialists,georgia,sandy springs,30342,,4566,1100 johnson ferry road
19627,CDM,PPD,MLN0002-3025,3025-58002,,United_States,childrens center for digestive healthcare,georgia,atlanta,303421602,,4569,993d johnson ferry rd fl 4
19629,CDM,PPD,SHP647-306,1-25R0VTE,,United_States,gastroenterology consultants pc  sandy springsatlanta office,georgia,atlanta,303421786,,4571,5669 peachtree dunwoody roadgastroenterology consultants pcsuite 270
19636,CDM,PPD,SHP647-305,1-14HUSI7,,United_States,jpf clinical research,georgia,east point,30344,,4578,1151 cleveland avenued
19643,CDM,PPD,Pevonedistat-1016,1-3LL4R8M,,United_States,sarah cannon research institute,georgia,atlanta,303847816,,4585,po box 277816suite 110
19644,CDM,PPD,SHP647-305,1-24SWYYF,,United_States,gastroenterology institute,georgia,statesboro,30458,,4586,114 hill pond lane
19651,CDM,PPD,SHP647-301,1-ZVCYDU,,United_States,gastroenterology associates of gainesville pc  elligo  ppds,georgia,gainesville,30501,,4593,2324 limestone  overlook
19653,CDM,PPD,SHP465-308,121,,United_States,buford family practice research  iact  ppds,georgia,buford,30519,,4595,2805 hamilton mill road
19654,CDM,PPD,SHP647-305,1-ZK0ODI,,United_States,athens gastroenterology association,georgia,athens,30607,,4596,3320 old jefferson roadsuite 400
19656,CDM,PPD,TAK-079-1004,1-5QGG683,,United_States,hematology and oncology of northeast georgia,georgia,athens,30607,,4598,3320 old jefferson roadathens pulmonary critical care and sleep medicine building 200
19658,CDM,PPD,C16021,1-8IWLZ9,,United_States,northeast georgia cancer care llc,georgia,athens,30607,,4600,3320 old jefferson roadbuilding 700
19661,CDM,PRA,Brigatinib-3001,58010,1-1L8CLV5,United_States,university cancer and blood center,ga,athens,30607,,4603,clarke county medical oncology clinic3320 old jefferson roadbuilding 700
19662,CDM,PPD,NSMM-5001,1-LE53Y5,,United_States,university cancer and blood center llc,georgia,athens,30607,,4604,3320 old jefferson roadbuilding 700
19666,CDM,PPD,SHP647-305,1-114L1JH,,United_States,gastroenterology consultants of augusta,georgia,evans,30809,,4608,393 north belair road
19668,CDM,PPD,SHP647-307,1-26COL8Q,,United_States,university hospital,georgia,evans,30809,,4610,465 north belair roadmedical building 3 suite 2b
19675,CDM,PPD,C16029,1-YQMMJT,,United_States,augusta oncology,georgia,augusta,30901,,4617,1348 walton way
