SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
21505,CDM,PPD,C16014,1-JJ2D0,,United_States,physicians resource group llc,alabama,dothan,36305,,6447,3160 west main streetsuite 6
21506,CDM,PPD,Pevonedistat-3001,58014,,United_States,southern cancer center,alabama,daphne,36526,,6448,29653 anchor cross boulevard
21507,CDM,PPD,SHP647-305,1-25B4G0Q,,United_States,gastroenterologists pc,alabama,foley,36532,,6449,1625 n alston street
21514,CDM,PPD,SHP647-306,1-15XCBGA,,United_States,g  l research llc,alabama,foley,36535,,6456,1600 north mckenzie streetsuite 408
21521,CDM,PPD,SHP647-305,1-109GCOK,,United_States,imc diagnostic  medical clinic,alabama,mobile,36604,,6463,1700 spring hill avenuesuite 100
21531,CDM,PPD,SHP620-303,1-TIJFGZ,,United_States,university of south alabama,alabama,mobile,36604,,6473,1504 spring hill avenuechildrens  womens hospital  childrens specialty clinicfloor 5
21533,CDM,PPD,TAK-079-1004,1-5QHGE5E,,United_States,university of south alabama mitchell cancer institute,alabama,mobile,36604,,6475,1660 springhill avenueclinical trials department
21535,CDM,PPD,SHP-607-201,023,,United_States,university of south alabama childrens and womens hospital,alabama,mobile,366043391,,6477,1700 center street
21537,CDM,PPD,SHP647-301,1-111U0YS,,United_States,meridien research  bradenton,florida,tampa,36606,,6479,501 south boulevard
21539,CDM,PPD,SHP647-301,1-112J54L,,United_States,internal medicine center,alabama,mobile,36608,,6481,101 memorial hospital drive
21541,CDM,PPD,C16014,1-CK4X4,,United_States,sacred heart medical oncology group,alabama,mobile,36608,,6483,6701 airport boulevard
21542,CDM,PPD,Pevonedistat-1016,1-3SHMBQW,,United_States,southern cancer center,alabama,mobile,36608,,6484,3719 dauphin street
21544,CDM,PPD,SHP647-301,1-112AVBQ,,United_States,mobile medical and diagnostic center,alabama,mobile,36617,,6486,2261 costarides street
21546,CDM,PPD,P2002,1-7ENFP5V,,United_States,university of south alabama,alabama,mobile,36688,,6488,307 north university boulevard
21549,CDM,PPD,VDZ-5034,58039,,United_States,internal medicine center,alabama,mobile,36693,,6491,3828 saint andrews loop east
21550,CDM,PPD,VDZ-5034,58010,,United_States,university of south alabama,alabama,mobile,36693,,6492,5600 girby road
21551,CDM,PPD,SHP647-305,1-ZWXGE0,,United_States,diagnostic  medical clinic,alabama,mobile,36695,,6493,831 hillcrest road c
21553,CDM,IQVIA,TAK-994-1501,58032,1-4SB1THT,United_States,global research associates,auburn,alabama,36832,,6495,183 e university drive
21554,CDM,PPD,SHP647-305,1-ZVCYBF,,United_States,vanderbilt university medical center,tennessee,franklin,37027,,6496,2105 edward curd lane
21556,CDM,PPD,C16014,1-CLB7N,,United_States,alpha clinical research llc,tennessee,clarksville,37043,,6498,279 clear sky courtsuite c
21557,CDM,PPD,SHP647-301,1-205IHIH,,United_States,clarksville gastroenterology pc,tennessee,clarksville,37043,,6499,132 hillcrest drive
21059,CDM,PPD,TAK-788-2001,1-74VG4XL,,United_States,scri florida cancer specialists south,florida,fort myers,33916,,6001,4331 veronica south shoemaker boulevard  unit 15
21061,CDM,PPD,SHP647-306,1-25R0W0H,,United_States,digestive health physicians,florida,fort myers,33919,,6003,12700 creekside ln302
21068,CDM,PPD,TAK-079-1005,58524,,United_States,medsol clinical research center inc,florida,port charlotte,33952,,6010,3390 tamiami trailsuite 201
21069,CDM,PPD,SHP647-302,1-15YDWM8,,United_States,volunteer medical research,florida,port charlotte,33952,,6011,3221 tamiami trail
21076,CDM,PPD,TAK-071-2002,1-B8X39T8,,United_States,neurostudies inc,florida,port charlotte,339529204,,6018,4161 tamiami trl
21077,CDM,PPD,SHP647-304,304-827,,United_States,renaissance research medical group inc,florida,cape coral,33991,,6019,629 sw 4th st
21083,CDM,PPD,SHP647-305,1-1LKFC8B,,United_States,advanced research for health improvement llc  clinedge  ppds,florida,naples,34102,,6025,1168 goodlette frank road northsuite 301
21084,CDM,PPD,SHP647-301,301-821,,United_States,gastroenterology group of naples,florida,naples,34102,,6026,1064 goodlette road
21094,CDM,PPD,TAK-951-2001,1-70MN85D,,United_States,naples anesthesia and physician associates napa,florida,naples,34108,,6036,840 111th avenue north
21096,CDM,IQVIA,161406,161406-108,1-1VR6C14,United_States,care one health center​,naples,florida,34109,,6038,2500 vanderbilt beach rd ste 1103
21097,CDM,PPD,SHP647-301,1-1117TR2,,United_States,pharma research international inc,florida,naples,34109,,6039,3439 pine ridge road
21099,CDM,PPD,SHP465-308,1-1B157EK,,United_States,kidz medical services,florida,naples,34110,,6041,2600 immokalee roadpediatric neurology
21101,CDM,PPD,SHP647-306,1-25R0W3W,,United_States,millennium physicians group,florida,naples,34110,,6043,11181 healthpark blvdste 3010
21108,CDM,PPD,SHP647-304,304-758,,United_States,pharma research international inc,florida,naples,34110,,6050,1656 medical boulevardsuite 301
21115,CDM,PPD,SHP647-306,1-25R0W49,,United_States,physicians regional medical group,florida,naples,34119,,6057,6101 pine ridge road
21122,CDM,PPD,SHP647-306,1-18W7KF1,,United_States,meridien research  bradenton,florida,bradenton,34201,,6064,8043 cooper creek boulevard
21123,CDM,IQVIA,MLN0002SC-3031,58122,1-30ROT0Z,United_States,florida research institute,lakewood ranch,florida,34211,,6065,10920 technology terrace
21124,CDM,ICON,C25003,,4864,United_States,florida cancer specialists,florida,englewood,342233992,,6066,714 doctors drive
21125,CDM,IQVIA,C34001,58005,1-1CXN4QR,United_States,florida cancer specialists sarasota fl,sarasota,florida,34232,,6067,600 north cattlemen roadsuite 200
21126,CDM,PRA,TAK-931-2001,58003,1-1FO6G4Q,United_States,sarah cannon research institute,fl,sarasota,34232,,6068,florida cancer specialists600 north cattlemen roadsuite 200
21127,CDM,PPD,TAK-788-1502,1-6W6QJOU,,United_States,scri florida cancer specialists south,florida,sarasota,34232,,6069,600 north cattlemen road
21128,CDM,PPD,SHP647-301,1-XZL2E9,,United_States,center for digestive diseases,florida,sarasota,34239,,6070,3325 south tamiami trail
21130,CDM,PPD,SHP647-306,1-25R8VYO,,United_States,florida digestive health specialist,florida,sarasota,34239,,6072,2089 hawthorne streetsuite 200
21137,CDM,IQVIA,161406,161406-128,1-1ZUO0UA,United_States,windom allergy asthma  sinus dba sarasota clinical research,sarasota,florida,34239,,6079,3570 s tuttle avenue
21138,CDM,PPD,SHP647-305,1-24R8923,,United_States,peter r dumas md pa,florida,venice,34292,,6080,1215 jacaranda blvd
21145,CDM,PPD,C16014,1-E46Z7,,United_States,citrus hematology and oncology,florida,crystal river,34429,,6087,770 southeast 5th terrace
21146,CDM,PPD,SHP647-301,1-XE26K9,,United_States,gastroenterology associatescrystal river,florida,crystal river,34452,,6088,6412 west gulf to lake highway
21148,CDM,PRA,TAK-906-2002,58017,1-1JYHX7N,United_States,nature coast clinical research,fl,inverness,34452,,6090,411 west highland boulevard
21149,CDM,PPD,C16021,1-8MV4A4,,United_States,nature coast clinical research,florida,inverness,34452,,6091,212 south pine avenue
21154,CDM,IQVIA,MLN0002SC-3030,58002,1-262JJZK,United_States,nature coast clinical research llc,inverness,florida,34452,,6096,411 west highland boulevard
21156,CDM,PPD,C16029,1-Y4HKHG,,United_States,cancer and blood disease center,florida,lecanto,34461,,6098,521 north lecanto highwayresearch office north regionsuite 220
21161,CDM,PPD,C16029,1-YQMPMW,,United_States,ocala oncology center  usor,florida,ocala,34471,,6103,433 sw 10th street
21164,CDM,PPD,SHP647-301,1-204S378,,United_States,gastroenterology associaes of ocala,florida,ocala,344718213,,6106,1901 se 18th avenuesuite 400
21171,CDM,PPD,SHP647-301,1-1118O8O,,United_States,lakeview medical research,florida,summerfield,34491,,6113,10250 se 167th place rdresearch deptsuite 53
21173,CDM,PPD,SHP647-307,1-18HO52L,,United_States,meridien research  bradenton,florida,brooksville,34601,,6115,16176 cortez boulevard
