SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
3075,CDM,IQVIA,MLN0002SC-3030,05004,1-25UIBGQ,Brazil,hospital de clínicas de porto alegre,porto alegre,rio grande do sul,90035903,,455,rua ramiro barcelos 2350build 21 office 21308b
3095,CDM,PPD,C16021,1-9L33C1,,Brazil,irmandade da santa casa de misericordia de porto alegre,rio grande do sul,porto alegre,90050170,,475,rua sarmento leite 187
3099,CDM,PPD,TAK-788-3001,1-4ZUIEV0,,Brazil,hospital mae de deus,rio grande do sul,porto alegre,90110270,,479,rua costa 30centro clínico mae de deus
3102,CDM,ICON,C25003,,87416,Brazil,hospital mae de deus center,rs,porto alegre,90110270,,482,rua costa 30  6º andarmenino deus
3103,CDM,IQVIA,MLN0002SC-3031,05005,1-1VY0MC6,Brazil,hospital ernesto dornelles,porto alegre,rio grande do sul,90160093,,483,avenida ipiranga 1801azenha
3105,CDM,PPD,C16021,1-8AZ8NY,,Brazil,hospital femina,rio grande do sul,porto alegre,90430001,,485,rua mostardeiros 17bairro moinhos de vento
3106,CDM,PPD,C16021,1-8E16EI,,Brazil,clínica de oncologia de porto alegre ss ltda,rio grande do sul,porto alegre,90430090,,486,rua dona laura 228107
3108,CDM,PPD,C16019,05920,,Brazil,clinionco,rio grande do sul,porto alegre,90430090,,488,rua dona laura 228conj 107
3112,CDM,PPD,Pevonedistat-3001,1-1EO17K4,,Brazil,hospital mae de deus,rio grande do sul,porto alegre,90470340,,492,rua soledade 569
3115,CDM,PPD,C16029,1-YWTNGO,,Brazil,hospital sao lucas da pontificia universidade catolica do rio grande do sul pucrs,rio grande do sul,porto alegre,90610000,,495,avenida ipiranga 6690centro de pesquisa clinicasala 812
2621,CDM,PPD,C16021,1-8AZ8QY,,Brazil,instituto do câncer arnaldo vieira de carvalho,são paulo,são paulo,01209000,,1,rua aurora 8583o andar
2622,CDM,PPD,SHP647-305,1-YCGR79,,Brazil,ipec  instituto de pesquisa clínica,são paulo,são paulo,01223001,,2,rua marques de itu 503conj 31
2629,CDM,PPD,C16029,1-YWVA6L,,Brazil,instituto de ensino e pesquisa são lucas,são paulo,são paulo,01236030,,9,rua arnolfo de azevedo 121
2632,CDM,PPD,SHP647-303,1-1RMJ0DK,,Brazil,hospital são paulo,são paulo,são paulo,01244020,,12,rua novo horizonte 94 ap 22 sender miszputen
2637,CDM,PPD,TAK-788-3001,05001,,Brazil,instituto do câncer do estado de são paulo octávio frias de oliveira,são paulo,são paulo,01246 000,,17,avenida doutor arnaldo numero 251oncologia clinica pesquisa clinica
2638,CDM,PPD,TAK-981-1502,1-7BH0PNF,,Brazil,centro de oncologia inrad hcfmusp,são paulo,são paulo,01246000,,18,rua drive arnaldo 251 5º andar
2639,CDM,PRA,Vedolizumab-3035,05005,1-1LS0FPL,Brazil,hospital das clinicas da faculdade de medicina da universidade de sao paulo,sao paulo,sao paulo,01246000,,19,avendia doutor arnaldo 251pesquisa clnicacerqueira cesar
2641,CDM,PPD,TAK-981-1502,05005,,Brazil,instituto do câncer do estado de são paulo octávio frias de oliveira,rio de janeiro,são paulo,01246000,,21,avenida doutor arnaldo 251  12º andar
2642,CDM,PPD,SHP611-201,1-37RF51D,,Brazil,faculdade de medicina da universidade de são paulo,são paulo,sao paulo,01246903,,22,av dr arnaldo  455  cerqueira césar
2645,CDM,PRA,SYR-322_309,05004,1-1FIK6M0,Brazil,hospital sirio libanes,sao paulo,sao paulo,01308050,,25,rua dona adma jafet 115
2646,CDM,PPD,C16019,05914,,Brazil,hospital sírio libanês,são paulo,são paulo,01308050,,26,rua adma jafet 91bloco aterreo
2649,CDM,PPD,SHP647-301,301-044,,Brazil,sociedade beneficente de senhoras hospital sirio libanes,são paulo,são paulo,01308050,,29,rua adma jafet 91 bela vista
2657,CDM,PPD,SHP620-302,1-2QG4Y9S,,Brazil,real e benemérita portuguesa de beneficência,são paulo,são paulo,01323001,,37,rua maestro cardim 769
2658,CDM,PPD,TAK-007-2001,1-8H77T03,,Brazil,hospital alemão oswaldo cruz,são paulo,são paulo,01323903,,38,rua joão julião 331 centro de pesquisa clícina instituto de ciências paraísobela vistasão paulo  sp
2659,CDM,PRA,Vedolizumab-3035,05008,1-1LRZQHA,Brazil,fundacao antonio prudente  accamargo cancer center,sao paulo,sao paulo,01509010,,39,rua professor antnio prudente 211liberdade
2672,CDM,PPD,TAK-007-2001,1-8H77SZ3,,Brazil,instituto brasileiro de controle do câncer ibcc,são paulo,são paulo,03102002,,52,avenida alcântara machadomoocasão paulo  sp
2674,CDM,PPD,HOS,111,,Brazil,universidade federal de são paulo,são paulo,vila clementino,04020041,,54,rua coronel lisboa 957instituto de genética e erros inatos do metabolismo centro de referência em erros inatos do metabol
2675,CDM,PPD,SHP611-201,1-37RF51Q,,Brazil,escola paulista de medicina da universidade federal de são paulo – epmunifesp,são paulo,sao paulo,04021001,,55,rua sena madureira  1500  vila clementino
2676,CDM,IQVIA,C25004,05001,1-2X6GKHU,Brazil,graacc  grupo de apoio ao adolescente e à criança com câncer,são paulo,sao paulo,04023062,,56,rua pedro de toledo 5725º andar
2677,CDM,PPD,SHP647-305,1-XFRQ2U,,Brazil,hospital são paulo,são paulo,são paulo,04024002,,57,rua napoleão de barros 771 vila clementino 2ºandar
2679,CDM,PPD,Pevonedistat-2001,1-DCTZQX,,Brazil,universidade federal de são paulo,são paulo,sao paulo,04024002,,59,rua napoleao de barros 618bloco aterreo
2681,CDM,PPD,NSMM-5001,05005,,Brazil,escola paulista de medicina da universidade federal de são paulo – epmunifesp,são paulo,são paulo,04032060,,61,rua dos açores 310 1 andar
2682,CDM,PPD,SHP647-301,1-43I9SAJ,,Brazil,universidade federal de sao paulo,são paulo,são paulo,04037002,,62,rua doutor diogo de faria 816
2686,CDM,PPD,Ponatinib-1501,05001,,Brazil,graacc grupo de apoio ao adolescente e a crianca com cancer,são paulo,são paulo,04039001,,66,rua pedro de toledo 572vila clementino
2688,CDM,IQVIA,161505,565,1-48DNK42,Brazil,hospital sao paulo,são paulo,sao paulo,04040001,,68,rua loefgren 1350vila clementino
2689,CDM,PPD,TAK-007-2001,1-8H77SST,,Brazil,hospital santa marcelina,são paulo,são paulo,04378500,,69,avenida santa catarinapediatria 2785são paulo  sp
2690,CDM,PPD,C16011,05006,,Brazil,clínica são germano,são paulo,são paulo,04537080,,70,rua comendador miguel calfat 217
2694,CDM,PPD,NSMM-5001,05002,,Brazil,hospital das clínicas da faculdade de medicina da universidade de são paulo,são paulo,são paulo,05304000,,74,avenida eneas de carvalho aguiarcentro de pesquisa
2696,CDM,PPD,SHP647-301,1-XEX571,,Brazil,faculdade de medicina do abc,são paulo,são paulo,05401000,,76,avenida rebouças 381
2698,CDM,PPD,C16029,1-YWTNF9,,Brazil,hemocentro  fmusp,são paulo,são paulo,05403000,,78,avenida doutor enéas de carvalho aguiar 155predio dos ambulatorioshospital dia
2700,CDM,PPD,Pevonedistat-3001,1-16Q6D54,,Brazil,hospital das clínicas da faculdade de medicina da universidade de são paulo,são paulo,cerqueira césar,05403000,,80,avenida eneas de carvalho aguiaroncologia
2701,CDM,PPD,TAK-007-2001,1-8H77SZF,,Brazil,hospital das clínicas da faculdade de medicina da universidade de são paulo,são paulo,são paulo,05403000,,81,avenida drive eneas de carvalho aguiar 155 2 andar bloco 11 predio dos ambdo prédio dos ambulatórios 1 andarsão paulo  sp
2703,CDM,PPD,Ponatinib-1501,1-5VW1SH7,,Brazil,hospital das clínicas da faculdade de medicina de são paulo,são paulo,são paulo,05403000,,83,avenida doutor enéas de carvalho aguiar 647instituto da criança
2705,CDM,ICON,C25003,,87419,Brazil,universidade de sao paulo  hospital das clinicas da faculdade de medicina hcfmusp,sp,são paulo,05403000,,85,av dr enéas carvalho de aguiar 155  1 andarprédio dos ambulatórios
2707,CDM,PPD,Pevonedistat-2001,1-DHPJYN,,Brazil,hospital israelita albert einstein,são paulo,são paulo,05651901,,87,avenida albert einstein 627
2721,CDM,IQVIA,MLN0002SC-3031,05007,1-1VY0MBT,Brazil,albert einstein sociedade beneficente israelita brasiliera,são paulo,sao paulo,05652000,,101,avenida albert einstein 627701morumbi
2725,CDM,PRA,Vedolizumab-3035,05004,1-1LCFOY9,Brazil,hospital santa marcelina,sao paulo,sao paulo,08270070,,105,rua santa marcelina 177itaquera
2726,CDM,PPD,SHP620-302,1-2928VGO,,Brazil,hospital santa marcelina,são paulo,curitiba,08270070,,106,rua santa marcelina 400
2733,CDM,ICON,C25003,,87420,Brazil,centro de estudos e pesquisas de hematologia e oncologia da faculdade de medicina do abc,são paulo,santo andré,09060650,,113,av principe de gales 821 anexo iii  1º andar
2734,CDM,PPD,C16029,1-ZKK6AG,,Brazil,centro de estudos e pesquisas em hematologia e oncologia,são paulo,santo andré,09060650,,114,avenida príncipe de gales 821anexo iii
2735,CDM,PPD,SHP647-302,1-16DG2YE,,Brazil,centro de estudos em gastroenterologia professor josé vicente martins campo,são paulo,santo andré,09060650,,115,rua princípe de gales 821
2737,CDM,PPD,SHP647-304,304-042,,Brazil,centro multidisciplinar de estudos clinicos – cemecfmabc,são paulo,santo andré,09060650,,117,avenida principe de gales 821
