SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
17410,CDM,IQVIA,TAK-831-2002,58024,1-4OSRFDJ,United_States,suburban research associates,media,pennsylvania,19063,,2352,107 chesley dr unit 2
17411,CDM,PPD,SHP647-301,1-ZGHK87,,United_States,regional gastrointestinal,pennsylvania,yardley,19067,,2353,301 oxford valley roadsuite 804a
17413,CDM,PPD,SHP647-301,1-YBATPD,,United_States,university of pennsylvania health system,pennsylvania,radnor,190875220,,2355,250 king of prussia roadpenn medicine radnor
17415,CDM,PPD,C16014,1-E471A,,United_States,lankenau medical center,pennsylvania,wynnewood,19096,,2357,100 lancaster avenue
17416,CDM,PPD,SHP647-305,1-ZUUUP6,,United_States,main line gastroenterology assoc,pennsylvania,wynnewood,19096,,2358,100 east lancaster avenue
17418,CDM,PRA,AP26113-11-101,013,1-1GR5I7Z,United_States,abramson cancer center,pa,philadelphia,19104,,2360,3400 civic center boulevard16 penn tower building
17420,CDM,ICON,C25003,,87090,United_States,abramson cancer center,pennsylvania,philadelphia,19104,,2362,3400 spruce street16 penn tower
17421,CDM,PPD,C16021,1-8JFYCZ,,United_States,abramson cancer center of the university of pennsylvania,pennsylvania,philadelphia,19104,,2363,3400 civic center boulevard
17424,CDM,PPD,C16029,1-Y49D63,,United_States,abramson cancer center of the university of pennsylvania,pennsylvania,philadelphia,19104,,2366,3400 spruce street16 penn tower
17429,CDM,PPD,SHP611-201,002,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,2371,3401 civic center blvdabramson research center514e
17432,CDM,PPD,SHP621-301,1-H0CA37,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,2374,3401 civic center boulevard
17449,CDM,IQVIA,071102,122,1-2IR7KMU,United_States,childrens hospital of philadelphia,philadelphia,pennsylvania,19104,,2391,3501 civic center blvd 11th fl 1110024
17452,CDM,PPD,TAK-341-1001,1-9W3RGK4,,United_States,hospital of the university of pennsylvania,pennsylvania,philadelphia,19104,,2394,3400 civic center blvdperelman school of medicine
17457,CDM,PPD,TAK-079-1005,1-5D8IV1X,,United_States,penn presbyterian medical center,pennsylvania,philadelphia,19104,,2399,3737 market street8th floor neurology
17458,CDM,PRA,C34004,58001,1-1CBJ9WH,United_States,perelman center for advanced medicine,pa,philadelphia,19104,,2400,3400 civic center boulevardacc cru lymphoma 12 south pavillionroom 12182
17459,CDM,PPD,SHP647-301,1-YBATNC,,United_States,perelman center for advanced medicine,pennsylvania,philadelphia,19104,,2401,3400 civic center boulevard
17463,CDM,PPD,TAK-788-2001,1-74VG4PK,,United_States,university of pennsylvania,pennsylvania,philadelphia,19104,,2405,3400 civic center blvd1st floor
