SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
20993,CDM,PPD,SHP647-305,1-112J59H,,United_States,alba clinical research,florida,clearwater,33756,,5935,1180 ponce de leon boulevardsuite c2
20995,CDM,PPD,SHP647-301,1-YB11DS,,United_States,gastro florida,florida,clearwater,33756,,5937,508 jeffords street
21001,CDM,PPD,SHP647-305,1-XEQAM0,,United_States,gastroenterology consultants of clearwater,florida,clearwater,33756,,5943,508 jeffords street
21004,CDM,PRA,TAK-906-2002,58066,1-1PLXE65,United_States,iss  innovative research of west florida,fl,clearwater,33756,,5946,1573 south fort harrison avenue
21006,CDM,PPD,SHP647-301,1-1114N0K,,United_States,florida clinical research group,florida,clearwater,33759,,5948,2454 mcmullen booth roadsuite 610
21010,CDM,PPD,SHP647-305,1-YB11E4,,United_States,gastro florida,florida,clearwater,33762,,5952,3001 executive dr suite 130
21011,CDM,PPD,VDZ-5034,58061,,United_States,gastro florida,florida,tampa,33762,,5953,3001 executive drive
21014,CDM,PPD,TAK-079-2001,58004,,United_States,clinical research of west florida inc  clearwater,florida,clearwater,33765,,5956,2147 northeast coachman road
21015,CDM,IQVIA,TAK-883-3001,103,1-4RFWGVI,United_States,st francis holdings llc dba st francis medical institute,clearwater,florida,33765,,5957,804 north belcher road
21016,CDM,IQVIA,TAK-994-0001,58031,1-4YG1Z3X,United_States,st francis medical institute,clear water,florida,33765,,5958,802 n belcher rd
21019,CDM,PPD,SHP647-305,1-XFTFRU,,United_States,florida center for gastroenterology,florida,largo,33777,,5961,8250 bryan dairy roadsuite 200
21021,CDM,IQVIA,MLN0002SC-3030,58051,1-262JKD7,United_States,florida center for gastroenterology,largo,florida,33777,,5963,8250 bryan dairy road
21022,CDM,PPD,SHP647-304,304-760,,United_States,accel research sites  st petersburg  ern  ppds,florida,pinellas park,33781,,5964,6217 66th street north
21027,CDM,PPD,SHP647-301,1-109770M,,United_States,advanced gastro  liver care pa,florida,pinellas park,33781,,5969,6225 66th street north
21029,CDM,PPD,SHP647-304,1-18HO528,,United_States,meridien research  bradenton,florida,pinellas park,33781,,5971,6217 66th street north
21033,CDM,PPD,C16021,1-8IWLXL,,United_States,lakeland regional medical center,fl,lakeland,33805,,5975,3525 lakeland hills boulevardlakeland regional cancer center
21035,CDM,PPD,SHP647-301,1-YBATQ3,,United_States,lakeland regional medical center,florida,lakeland,33805,,5977,1324 lakeland hills boulevard
