SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
15104,CDM,PPD,SHP647-305,1-XE26TS,,United_States,umass memorial medical center,massachusetts,worcester,01655,,46,55 lake avenue north
15317,CDM,PPD,SHP647-305,1-ZWUDHL,,United_States,saint elizabeths medical center,massachusetts,boston,02135,,259,736 cambridge street
15114,CDM,PPD,SHP620-302,022,,United_States,umass memorial medical center,massachussets,worcester,01655,,56,55 lake ave norths7715
15373,CDM,ICON,C25003,,86864,United_States,dana farberharvard cancer center,massachusetts,boston,02215,,315,450 brookline av po box 849168
15118,CDM,PPD,MLN0002-3024,1-7JSVWIQ,,United_States,umass memorial medical center,massachusetts,worcester,016550002,,60,55 lake ave n
15376,CDM,PPD,TAK-341-1001,1-8DOV77W,,United_States,beth israel deaconess medical center,massachusetts,boston,022155324,,318,185 pilgrim rd palmer 111center for autonomic and peripheral nerve disorderspalmer building111
15120,CDM,PPD,SHP647-301,1-203PCDF,,United_States,greater boston gastroenterology pc,massachusetts,framingham,01702,,62,475 franklin streetsuite 110
15381,CDM,PPD,SHP647-303,303-829,,United_States,commonwealth clinical studies llc,massachusetts,brockton,02302,,323,189 quincy street
15129,CDM,PPD,SHP647-305,1-1444GKV,,United_States,bedford va research corporation inc  navref  ppds,maryland,bedford,01730,,71,200 springs road
15132,CDM,PPD,SHP647-302,1-15MO4TK,,United_States,edith nourse rogers memorial veterans hospital  navref  ppds,massachusetts,bedford,01730,,74,200 springs road
15390,CDM,PPD,TAK-981-1002,58002,,United_States,massachusetts general hospital,massachusetts,lexington,02421,,332,1 maguire roadlurie center for autism  department of pediatrics
15391,CDM,PPD,SHP647-301,1-10TILFY,,United_States,bay state clinical trials,massachusetts,watertown,02472,,333,521 mount auburn streetsuite 209
