SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
18432,CDM,PPD,SHP647-302,1-165T2T1,,United_States,exemplar research inc  elkins,west virginia,elkins,26241,,3374,55 chenoweth creek road
18439,CDM,PPD,NSMM-5001,1-TUA2AC,,United_States,united hospital center,west virginia,bridgeport,26330,,3381,327 medical park driveoncology
18440,CDM,PPD,NSMM-5001,1-MT5W7E,,United_States,west virginia clinical trials network,west virginia,morgantown,26505,,3382,364 patterson drivemary babb randolph cancer center
18441,CDM,PPD,TAK-007-2001,1-7FJ0MH7,,United_States,dartmouth hitchcock medical center,west virginia,morgantown,26506,,3383,one medical center drive
18442,CDM,PPD,C16021,58121,,United_States,w va university mary babb randolph cancer center,west virginia,morgantown,26506,,3384,1 medical center drivemary babb randolph cancer center
18446,CDM,PRA,C34005,58011,1-1CYE8AI,United_States,west virginia university,wv,morgantown,26506,,3388,mary babb randolph cancer center1 medical center drive
18447,CDM,PPD,Pevonedistat-2001,1-FL7MPI,,United_States,west virginia university hospital,west virginia,morgantown,26506,,3389,1 medical center drivemary babb randolph cancer center
18455,CDM,PPD,SHP647-301,301-378,,United_States,west virginia university hospital,west virginia,morgantown,26506,,3397,one medical center drive
18461,CDM,PPD,TAK-079-1004,1-5QH85C8,,United_States,west virginia univeristy,west virginia,morgantown,265068009,,3403,1 stadium drivepo box 9214
18467,CDM,PPD,SHP-607-201,026,,United_States,west virginia university hospital,west virginia,morgantown,265069180,,3409,one medical center drivedepartment of pediatrics
18468,CDM,PPD,C16029,1-Y4936E,,United_States,w va university mary babb randolph cancer center,west virginia,morgantown,265069300,,3410,1 medical center drivepost office box 9300
18470,CDM,PPD,SHP621-301,301-172,,United_States,clinical trials of americanc llc,north carolina,mt airy,27030,,3412,911 worth street
18476,CDM,PPD,C16014,1-HHT2R,,United_States,center for clinical research,north carolina,winston salem,27103,,3418,145 kimel park drivesuite 262
18477,CDM,PPD,SHP647-305,1-1117O46,,United_States,digestive health specialists,north carolina,winston salem,27103,,3419,2025 frontis plaza boulevardsuite 200
18479,CDM,PRA,TAK-906-2002,58041,1-1JYHXM9,United_States,gastroenterology associates of the piedmont,nc,winston salem,27103,,3421,1901 south hawthorne roadsuite 310
18480,CDM,PPD,NSMM-5001,58059-HOLD,,United_States,novant health oncology specialists,north carolina,winston salem,27103,,3422,1010 bethesda court
18481,CDM,PPD,SHP647-306,1-4BFEE35,,United_States,pmg research of winstonsalem,north carolina,winston salem,27103,,3423,1901 south hawthorne roadsuite 110
18488,CDM,PPD,SHP647-301,1-XEW9RH,,United_States,pmg research of winstonsalem,north carolina,winstonsalem,27103,,3430,145 kimel park drivesuite 306
18490,CDM,PPD,SHP647-305,1-43JRGYL,,United_States,southeastern research center,north carolina,winston salem,27103,,3432,2928 maplewood avenue
18497,CDM,IQVIA,TAK-883-3001,104,1-4RG71CT,United_States,southeastern research center llc,winstonsalem,north carolina,27103,,3439,3019 lyndhurst drive
18499,CDM,PPD,TAK-079-1005,1-6S54DOJ,,United_States,wake forest baptist health,north carolina,winstonsalem,27103,,3441,medical center blvd
18500,CDM,PPD,TAK-071-2002,1-B8W5L36,,United_States,novant clinical research institute,north carolina,winston salem,271033013,,3442,3333 silas creek pkwy
