SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,CONCAT_ADDRESS
17410,CDM,IQVIA,TAK-831-2002,58024,1-4OSRFDJ,United_States,suburban research associates,media,pennsylvania,19063,,107 chesley dr unit 2
17411,CDM,PPD,SHP647-301,1-ZGHK87,,United_States,regional gastrointestinal,pennsylvania,yardley,19067,,301 oxford valley roadsuite 804a
17413,CDM,PPD,SHP647-301,1-YBATPD,,United_States,university of pennsylvania health system,pennsylvania,radnor,190875220,,250 king of prussia roadpenn medicine radnor
17415,CDM,PPD,C16014,1-E471A,,United_States,lankenau medical center,pennsylvania,wynnewood,19096,,100 lancaster avenue
17418,CDM,PRA,AP26113-11-101,013,1-1GR5I7Z,United_States,abramson cancer center,pa,philadelphia,19104,,3400 civic center boulevard16 penn tower building
17419,CDM,PRA,AP24534-14-203,013,1-1FBKO9H,United_States,abramson cancer center,pa,philadelphia,19104,,3400 spruce street16 penn tower building16th floor
17420,CDM,ICON,C25003,,87090,United_States,abramson cancer center,pennsylvania,philadelphia,19104,,3400 spruce street16 penn tower
17421,CDM,PPD,C16021,1-8JFYCZ,,United_States,abramson cancer center of the university of pennsylvania,pennsylvania,philadelphia,19104,,3400 civic center boulevard
17423,CDM,PPD,Pevonedistat-1016,1-3SBUXJ0,,United_States,abramson cancer center of the university of pennsylvania,pennsylvania,philadelphia,19104,,3400 civic center boulevardwest pavilion
17425,CDM,PPD,TAK-788-1502,1-6W6WVQR,,United_States,abramson cancer center of the university of pennsylvania,pennsylvania,philadelphia,19104,,3400 spruce street
17429,CDM,PPD,SHP611-201,002,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,3401 civic center blvdabramson research center514e
17430,CDM,PPD,HOS,141,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,3401 civic center boulevardcolket translational research buildingsuite 9054
17439,CDM,PPD,MLN0002-3024,1-BQNMJ38,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,34th street and civic center blvd
17444,CDM,PPD,Brigatinib-1002,1-61FJUKM,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,3501 civic center boulevardcenter for childhood cancer research
17447,CDM,PPD,SHP621-301,301-174,,United_States,childrens hospital of philadelphia,pennsylvania,philadelphia,19104,,3550 market streetchildrens hospital of philadelphia
17449,CDM,IQVIA,071102,122,1-2IR7KMU,United_States,childrens hospital of philadelphia,philadelphia,pennsylvania,19104,,3501 civic center blvd 11th fl 1110024
17452,CDM,PPD,TAK-341-1001,1-9W3RGK4,,United_States,hospital of the university of pennsylvania,pennsylvania,philadelphia,19104,,3400 civic center blvdperelman school of medicine
17457,CDM,PPD,TAK-079-1005,1-5D8IV1X,,United_States,penn presbyterian medical center,pennsylvania,philadelphia,19104,,3737 market street8th floor neurology
17458,CDM,PRA,C34004,58001,1-1CBJ9WH,United_States,perelman center for advanced medicine,pa,philadelphia,19104,,3400 civic center boulevardacc cru lymphoma 12 south pavillionroom 12182
17463,CDM,PPD,TAK-788-2001,1-74VG4PK,,United_States,university of pennsylvania,pennsylvania,philadelphia,19104,,3400 civic center blvd1st floor
17464,CDM,PPD,SHP621-301,301-105,,United_States,university of pennsylvania,pennsylvania,philadelphia,19104,,3400 civic center boulevardperelman center for advanced medicine7 south pavilion
17472,CDM,PPD,SHP620-302,012,,United_States,university of pennsylvania,pennsylvania,philadelphia,19104,,3400 spruce street3 silverstein
17479,CDM,PPD,MLN0002-3024,1-7JSVWKR,,United_States,university of pennsylvania,pennsylvania,philadelphia,19104,,3737 market streetharron lung center
17483,CDM,IQVIA,SHP655-201,505,1-45C7MWV,United_States,university of pennsylvania health system,philadelphia,pennsylvania,19104,,3620 hamilton walkoffice of clinical research
17489,CDM,PPD,SHP647-305,1-XE1D2F,,United_States,university of pennsylvania,pennsylvania,philadelphia,191044206,,3400 spruce streetperelman school of medicine
17492,CDM,PPD,SHP647-306,1-25ZAGFU,,United_States,penn mediciniegastroenterology,pennsylvania,philadelphia,191045127,,3400 civic center boulevardperelman center for advanced medicinesouth pavilion 4th floor
17500,CDM,PPD,SHP647-305,1-ZGHK4D,,United_States,penn gi  the endoscopy center of pennsylvania hospital,pennsylvania,philadelphia,19106,,230 w washington sqfloor 4
17502,CDM,PPD,C16021,1-8JW0K2,,United_States,pennsylvania oncology hematology associates,pennsylvania,philadelphia,19106,,230 west washington square
17503,CDM,PPD,C16014,58037,,United_States,pennsylvania oncology hematology associates,pennsylvania,philadelphia,19106,,230 west washington square 2nd floor
