SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,CONCAT_ADDRESS
16384,CDM,PPD,SHP647-301,1-ZX03IP,,United_States,new york gi center,new york,bronx,10461,,1200 waters place
16386,CDM,PPD,C16014,1-E46XW,,United_States,our lady of mercy medical center,new york,bronx,10466,,600 east 233 street 7th floor14a36
16391,CDM,PPD,Brigatinib-1003,1-6E3MZKQ,,United_States,childrens hospital at montefiore,new york,bronx,10467,,3415 bainbridge avenue
16419,CDM,ICON,C25003,,7949,United_States,yeshiva university  albert einstein college of medicine  montefiore medical center mmc,new york,bronx,104672401,,111 e 210th st
16420,CDM,IQVIA,TED-R13-002,0532,1-1U4URT8,United_States,montefiore medical ctr chld spc,bronx,new york,104672403,,3415 bainbridge ave
16421,CDM,PPD,SHP647-301,1-10805JI,,United_States,advantage clinical trials,new york,bronx,10468,,2386 jerome avenue3rd floor
16432,CDM,PPD,SHP620-303,0061,,United_States,james j peters veterans administration medical center  navref  ppds,new york,bronx,10468,,130 west kingsbridge road
16441,CDM,PPD,C16014,1-DX4FJ,,United_States,advanced oncology associates,new york,armonk,10504,,84 business park drivesuite 203
16442,CDM,PPD,SHP647-305,1-ZX03KO,,United_States,caremount medical pc,new york,carmel,10512,,672 stoneleigh avenue
16444,CDM,PPD,SHP647-306,1-25TK5PQ,,United_States,scarsdale medical group,new york,harrison,10528,,550 mamaroneck avenuesuite 101
16451,CDM,PPD,Brigatinib-1002,1-616GJ6F,,United_States,boston childrens health physicians bchp,new york,hawthorne,10532,,19 bradhurst aveskyline officeroom 1nj08
16453,CDM,PPD,C16014,1-TDMLM,,United_States,new york medical college,new york,hawthorne,10532,,19 bradhurst avenue
16457,CDM,PPD,Pevonedistat-1016,1-3SC6FPN,,United_States,westchester oncology hematology,new york,hawthorne,10532,,19 bradhurst avenuesuite 2100
16458,CDM,PPD,SHP647-301,1-ZWXQZ5,,United_States,caremount medical pc mount kisco,new york,mount kisco,10549,,90 south bedford road
16460,CDM,PPD,C16014,1-GR2QX,,United_States,westchester hematology oncology associates,new york,mount kisco,10549,,400 east main street 5th floor
16461,CDM,PPD,SHP620-303,1-TIF98H,,United_States,mount vernon hospital,new york,mount vernon,10550,,12 north 7th avenue
16462,CDM,PPD,Pevonedistat-2001,1-D8Y2QH,,United_States,new york medical college,new york,valhalla,10562,,19 skyline drivedepartment of medicine munger pavilion
16463,CDM,ICON,C25003,,347115,United_States,memorial sloan kettering sleepy hollow,new york,sleepy hollow,10591,,777 north broadway
16471,CDM,PPD,SHP607-202,1-17X5DFH,,United_States,new york medical college,new york,valhalla,10595,,100 woods roadnicu mfch at wmc
16474,CDM,PPD,SHP607-202,1-15NMR19,,United_States,regional neonatal center,new york,westchester,10595,,valhalla campus
16475,CDM,PPD,SHP607-202,1-15NMR0W,,United_States,westchester medical center,new york,valhalla,10595,,100 woods roadmaria fareri childrens hospital regional neonatal center
16476,CDM,PPD,TAK620-5004,038,,United_States,new york medical college,new york,valhalla,105951574,,50 plaza w
16477,CDM,PPD,TAK-079-1004,1-5QGG63W,,United_States,white plains hospital,new york,white plains,10601,,170 maple avenuesuite 300
16478,CDM,PRA,C31004,58011B,1-1C6T9OS,United_States,memorial sloankettering cancer center  westchester,ny,west harrison,10604,,500 westchester avenue
16480,CDM,PPD,SHP647-303,1-1654BOF,,United_States,westchester medical and nutrional center,new york,white plains,10604,,222 westchester avenuesuite 308
16487,CDM,PPD,C16021,1-OJUG1E,,United_States,montefiore aoa,new york,new rochelle,10801,,50 guion placesuite 203
16488,CDM,PPD,C16029,1-YQMPOY,,United_States,goshen medical associates,new york,goshen,10924,,70 hatfield lane
16489,CDM,PPD,SHP647-301,1-ZVCYFW,,United_States,horizon family medical group,new york,goshen,10924,,70 hatfield lanesuite 204
16491,CDM,PPD,C16014,1-HHT03,,United_States,hematology oncology associates of rockland,new york,new city,10956,,500 new hempstead road
16492,CDM,PPD,C16021,1-8JF3TD,,United_States,hematology oncology associates of rockland,new york,nyack,10960,,255 5th avenue
16493,CDM,PPD,C16014,1-CPA1F,,United_States,nyack hospital,new york,nyack,10960,,160 midland avenue
16494,CDM,PPD,SHP647-301,1-XZL2O1,,United_States,digestive disease associates of rockland,new york,pomona,10970,,east 974 route 45 pomona professional plaza
16496,CDM,PPD,SHP647-307,1-166VQ13,,United_States,hofstra northwell school of medicine,new york,great neck,11021,,600 northern boulevardsuite 111
16505,CDM,PPD,C16021,1-8INZ0S,,United_States,monter cancer center,new york,great neck,11021,,225 community drive
16507,CDM,PPD,C16014,1-LTQD2,,United_States,north shore university hospitalmanhasset,new york,great neck,11021,,100 community drivedivision of nephrology and hypertension
16515,CDM,PPD,SHP647-305,1-XE3M85,,United_States,nyu langone long island clinical research associates,new york,great neck,11021,,1000 northern boulevard
16525,CDM,PPD,C16014,1-F9G4P,,United_States,cancer research of long island,new york,great neck,11023,,310 east shore road
16526,CDM,PRA,TAK-906-2002,58045,1-1MTYZF7,United_States,long island gastrointestinal research group,ny,great neck,11023,,310 east shore roadsuite 208
16532,CDM,PPD,SHP647-306,1-25TK5PE,,United_States,north shore gastroenterology associates pc,new york,great neck,11023,,233 east shore road101
16539,CDM,PPD,SHP620-303,1-TIF9DU,,United_States,albert einstein college of medicine,new york,manhasset,11030,,300 community driveschneider childrens hospital  north shore
16540,CDM,PPD,GOS,101,,United_States,north shore hematology  oncology pllc,new york,manhasset,11030,,1201 northern boulevardhematologyoncology
16552,CDM,PPD,SHP634-404,1-1JU9IDM,,United_States,northwell health,new york,manhasset,11030,,600 community drivedepartment of medicinesuite 300
16553,CDM,IQVIA,MLN0002SC-3031,58066,1-1Z6V9W8,United_States,digestive disease care,new hyde park,new york,11040,,900 hillside avenue
16555,CDM,PPD,C16014,1-HDKQQ,,United_States,nassau hem onc pc,new york,new hyde park,11040,,410 lakeville road
16556,CDM,PPD,Brigatinib-1003,1-6188XQJ,,United_States,schneider childrens hospital,new york,new hyde park,11040,,26901 76th avenuesteven  alexandra cohen childrens hospital of nysuite 255
16558,CDM,PRA,Vedolizumab-3035,58031,1-1OQXJPB,United_States,cohen childrens medical center,ny,new hyde park,110401433,,26901 76th ave
16559,CDM,PPD,C16021,1-8IWLL2,,United_States,arena oncology associates,new york,lake success,11042,,1999 marcus avenuesuite 120
16561,CDM,PPD,C16014,1-B4AP6,,United_States,biomedical research alliance of new york,new york,lake success,11042,,1981 marcus avenue
16572,CDM,PRA,Ponatinib-3001,58009,1-1KSCGOA,United_States,monter cancer center,ny,new hyde park,11042,,department of hematology oncology450 lakeville road
16573,CDM,PPD,C16029,1-YQMPHZ,,United_States,north shore university hospitalmanhasset,new york,lake success,11042,,450 lakeville roadsuite 212
16576,CDM,PPD,TAK-788-2001,58005,,United_States,northwell health cancer institute,new york,lake success,11042,,450 lakeville roadmonter cancer center
16589,CDM,PPD,MLN0002-3024,3024-58012,,United_States,the steven and alexandra cohen childrens medical center of new york,new york,lake success,11042,,1991 marcus avenuedivision of pediatric endocrinology
16597,CDM,PPD,MLN0002-3025,3025-58012,,United_States,the steven and alexandra cohen childrens medical center of new york,new york,new hyde park,110422062,,1991 marcus ave ste m1009th tower manhasset
16598,CDM,PPD,SHP647-303,1-246J0JN,,United_States,mount sinai hospital of queens,new york,sunnyside,111042062,,4330 46th streetsuite 1h
16605,CDM,PPD,SHP647-302,1-36BGKAB,,United_States,new york clinical trials,new york,brooklyn,11201,,50 court street10th floor room 1002
16616,CDM,PPD,SHP647-303,1-2468BC2,,United_States,gastroenterology associates llp,new york,brooklyn,11203,,450 clarkson avenue
16628,CDM,PPD,SHP647-305,1-ZGHKLH,,United_States,baroukh  robert kodsi md practice,new york,brooklyn,11204,,6010 bay pkwysuite 101
16630,CDM,PPD,SHP647-301,1-YBATTR,,United_States,maimonides medical center,new york,brooklyn,11204,,2202 65th streetfloor 2
16632,CDM,PPD,SHP647-301,1-1117NST,,United_States,healthwise medical associates,new york,brooklyn,11206,,228 bushwick avenue
16634,CDM,PPD,C16029,1-YQMPX0,,United_States,stratton va medical center  navref  ppds,new york,albany,11208,,113 holland avenue
16635,CDM,PPD,SHP647-302,1-1TQOORJ,,United_States,ellipsis research group,new york,brooklyn,11215,,362 9th street
16642,CDM,PPD,SHP647-302,1-21XXT1B,,United_States,new yorkpresbyterian brooklyn methodist hospital,new york,brooklyn,11215,,506 6th streetendoscopy unit
16649,CDM,PPD,SHP647-304,1-24J3X1T,,United_States,preferred health partners,new york,brooklyn,11217,,447 atlantic avenue
16656,CDM,PPD,SHP607-202,1-18ASHCM,,United_States,maimonides medical center,new york,brooklyn,11219,,4802 10th avenuek113
16658,CDM,PPD,MLN0002-3024,1-7JXXRBC,,United_States,brookdale university hospital and medical center,new york,brooklyn,11220,,1 bookdale place
16659,CDM,PPD,SHP647-301,1-ZGHKMH,,United_States,frank j lacqua md,new york,brooklyn,11228,,7513 fort hamilton pkwy
16661,CDM,PPD,SHP647-304,1-24J3X2J,,United_States,irina berlin medical pc,new york,brooklyn,11229,,40 west brighton avenuesuite 104
16668,CDM,PPD,SHP647-306,1-25TK5LX,,United_States,atlantic gastroenterology pc,new york,brooklyn,11235,,2797 ocean parkway1st floor
16675,CDM,PPD,SHP647-301,1-11164BA,,United_States,dr igor grosman  dr jay e weissbluth,new york,brooklyn,11235,,1517 voorhies avenue
16682,CDM,PRA,TAK-906-5006,58058,1-1SF31IR,United_States,ny scientific,ny,brooklyn,11235,,1517 voorhies avenueground and 1st floors
16684,CDM,PPD,SHP647-301,1-112J8K3,,United_States,new yorkpresbyterianqueens,new york,flushing,11355,,5645 main streetgastroenterology
16686,CDM,PPD,SHP647-303,1-2468BD4,,United_States,nyu langone medical center,new york,flushing,11355,,13221 41st avenue
16693,CDM,PPD,SHP647-301,1-1118O7Z,,United_States,sing chan md,new york,flushing,11355,,14241 41st avenuesuite p10
16695,CDM,PPD,SHP620-303,1-TJB5NT,,United_States,weill cornell medical college,new york,flushing,11355,,5645 main streetnew york hospital queens nyhq
16696,CDM,PPD,NSMM-5001,1-LECJKN,,United_States,queens medical associates pc,new york,fresh meadows,11365,,17660 union turnpike
16698,CDM,PPD,SHP465-308,1-1NWR87K,,United_States,dr david l hurwitz md,new york,flushing,11367,,14715 70th road
16699,CDM,PPD,SHP647-303,1-4NFZS6G,,United_States,smart medical research,new york,jackson heights,11372,,7013 37th avenue
16706,CDM,PPD,SHP647-303,1-2UESSTD,,United_States,forest hills gastroenterology,new york,forest hills,11375,,10840 queens blvd
16713,CDM,PPD,SHP647-301,1-1118OCA,,United_States,medex treatment and diagnostic center,new york,forest hills,11375,,11129 queen  boulevard
16715,CDM,PPD,SHP647-301,1-1116RXA,,United_States,ima medical research pc,new york,kew gardens,11415,,8002 kew gardens roadconcourse level
16717,CDM,IQVIA,161406,161406-103,1-1X3PDPH,United_States,montefiore medical center prime,bronx,new york,11501,,200 old country rd
16720,CDM,PPD,Pevonedistat-1016,1-3M8FDXT,,United_States,winthrop hospital nyu,new york,mineola,11501,,mineola boulevard
16721,CDM,PPD,Brigatinib-1003,1-628478V,,United_States,winthrop university hospital,new york,mineola,11501,,120 mineola boulevardsuite 210
16725,CDM,IQVIA,161406,161406-117,1-1VK6089,United_States,winthrop university,mineola,new york,11501,,222 station plaza northsuite 350a
16726,CDM,PPD,SHP647-302,1-22FSDEY,,United_States,gastroenterology associates pc,new york,garden city,11530,,1103 stewart avenuesuite 300
16733,CDM,PPD,NSMM-5001,58040,,United_States,saint francis hospital,new york,east hills,11548,,2200 northern blvdthe cancer insitute at st francis hospital  the heart centersuite 100a
16734,CDM,PPD,MLN0002-3024,1-7JXXRHW,,United_States,donald and barbara zucker school of medicine at hofstranorthwell,new york,hempstead,115490001,,500 hofstra boulevard9th tower manhasset
16742,CDM,ICON,C25003,,307985,United_States,memorial sloan kettering cancer center rockville centre,new york,rockville centre,11570,,1000 n village avenue
16743,CDM,PPD,P2002,1-67C52VI,,United_States,saint francis hospital,new york,roslyn,11576,,100 port washington boulevardcancer centersuite 100
16745,CDM,PPD,SHP620-303,1-TJ8NUM,,United_States,southside hospital,new york,bay shore,11706,,301 e main street
16746,CDM,ICON,C25003,,290727,United_States,memorial sloankettering cancer center,new york,commack,117255404,,650 commack rd
16747,CDM,PPD,Pevonedistat-3001,1-17QOV5H,,United_States,north shore hematology oncology association pc,new york,east setauket,11733,,235 north belle mead rd
16751,CDM,PPD,MLN0002-3025,3025-58020,,United_States,stony brook university medical center,new york,east setauket,11733,,33 research wayclinical research center
16753,CDM,PPD,SHP647-301,1-Y14RJ1,,United_States,suny stony brook university hospital,new york,east setauket,117339292,,3 technology drivedepartment of gastroenterologysuite 300
16755,CDM,PPD,SHP647-306,1-25TK5Q2,,United_States,west carver medical group a division of prohealth,new york,huntington,11743,,200 west carver street
16762,CDM,PPD,SHP647-302,1-22FSDIC,,United_States,huntington medical group,new york,huntington station,11746,,180 east pulaski road
16772,CDM,PPD,C16014,1-HCRY3,,United_States,northport va medical center  navref  ppds,new york,northport,11768,,79 middleville road
16773,CDM,PPD,TAK-079-1004,1-62KIMZL,,United_States,new york cancer  blood specialists,new york,port jefferson station,11776,,1201 route 112
16777,CDM,PPD,Brigatinib-1002,1-62CEKZP,,United_States,stoney brook university hospital,new york,stony brook,11794,,100 nicolls roadhelath science center pediatric hematolog and oncology
16779,CDM,PPD,P2002,58027,,United_States,stony brook medicine,new york,stony brook,11794,,101 nicolls roadhealth sciences center level 18 room 030
16780,CDM,PRA,TAK-954-2004,58027,1-1OYIQK3,United_States,stony brook university hospital,ny,stony brook,11794,,101 nicolls road
16781,CDM,PPD,SHP607-202,1-15NMR07,,United_States,stony brook university medical center,new york,stony brook,11794,,100 nicolls roadchildrens hospital
16783,CDM,IQVIA,161503,113,1-2YUEJVP,United_States,stony brook university hospital,stony brook,new york,117940001,,putnam hall south campus
16786,CDM,PRA,Ponatinib-3001,58022,1-1LYCX9I,United_States,stony brook university medical center,ny,stony brook,117949446,,3 edmond d pellegrino road2nd floor
16787,CDM,PPD,SHP620-303,1-TIJFEU,,United_States,beth israel medical center,new york,west islap,11795,,1145 monttauch hwy3rd floorbaird hall
16791,CDM,PPD,SHP647-302,302-766,,United_States,baystate medical center,massachusetts,springfield,1199,,759 chestnut streettolosky centersuite 3a  3b
16798,CDM,PPD,SHP647-305,1-ZWXQXT,,United_States,bfs gastroenterology,massachusetts,pittsfield,1201,,777 north streetsuite 203
16800,CDM,PPD,SHP647-302,1-22G0NKZ,,United_States,saratoga schenectady gastroenterology associates,new york,burnt hills,12027,,848 route 50pobox 569
16807,CDM,PPD,SHP647-301,1-ZGHKAX,,United_States,advanced gastroenterology,new york,troy,12180,,147 hoosick street
16809,CDM,PPD,SHP647-305,1-112AVAO,,United_States,samaritan hospital,new york,troy,12180,,2215 burdett avenue
16811,CDM,PPD,SHP647-301,1-XE26Q3,,United_States,research foundation of state university of new york,new york,albany,12201,,post office box 9
16813,CDM,PPD,SHP647-301,1-ZGHK9J,,United_States,jerffrey gerson md,new york,albany,12203,,112 great oaks boulevardsuite 300
16815,CDM,ICON,C25003,,278859,United_States,us oncology,new york,albany,12205,,400 patroon creek blvd
16818,CDM,PPD,SHP607-202,1-15NMQXE,,United_States,albany medical center,new york,albany,12208,,43 new scotland avenue
16824,CDM,PRA,Brigatinib-3001,58015,1-1PKH0EC,United_States,new york oncology hematology  albany medical center,ny,albany,12208,,43 new scotland avenuemail code 7
16825,CDM,PPD,SHP647-301,1-205DH34,,United_States,digestive disease associates of schemedady,new york,schemedady,12309,,2147 eastern parkway
16832,CDM,PPD,P2002,58017,,United_States,medical college of wisconsin,wisconsin,milwaukee,12345,,9200 west wisconsin avenue
16833,CDM,PPD,TAK-981-1502,1-6TY38NO,,United_States,the medical college of wisconsin inc,wisconsin,milwaukee,12345,,9200 west wisconsin avenuehematology and oncology
16834,CDM,PPD,SHP647-304,1-24J3WYR,,United_States,hudson valley gastroenterology pc,new york,kingston,124014522,,26 pearl street
16841,CDM,PPD,SHP647-306,1-4BE6SEL,,United_States,digestive disease center of the hudson valley,new york,fishkill,12524,,400 westage business center drivesuite 209
16848,CDM,PPD,SHP647-301,1-1113FC7,,United_States,mid hudson medical research pllc,new york,new windsor,12553,,448 temple hill road
16850,CDM,PPD,C16014,58100,,United_States,hudson valley hematology oncology  usor,new york,poughkeepsie,12601,,159 barnegat road
16853,CDM,PPD,SHP647-301,1-XE2706,,United_States,premier medical group,new york,poughkeepsie,12601,,243 north road
16855,CDM,PPD,SHP647-305,1-XG2TJT,,United_States,premier medical group of the hudson valley,new york,poughkeepsie,12601,,243 north roadgi divisionsuite 304
16857,CDM,IQVIA,Vedolizumab-4014,58096,1-2WL9JOV,United_States,premier medical group of the hudson valley pc,poughkeepsie,new york,12601,,1 columbia streetsuite 390
16859,CDM,PPD,C16014,1-F9G47,,United_States,vasser brothers medical center,new york,dutchess,12601,,7 fox streetsuite 204
