SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,CONCAT_ADDRESS
15367,CDM,PPD,TAK-500-1001,1-GN9OF2B,,United_States,dana farber cancer institute,massachusetts,boston,02215,,4500 brookline avenue mayer 446
15373,CDM,ICON,C25003,,86864,United_States,dana farberharvard cancer center,massachusetts,boston,02215,,450 brookline av po box 849168
15376,CDM,PPD,TAK-341-1001,1-8DOV77W,,United_States,beth israel deaconess medical center,massachusetts,boston,022155324,,185 pilgrim rd palmer 111center for autonomic and peripheral nerve disorderspalmer building111
15381,CDM,PPD,SHP647-303,303-829,,United_States,commonwealth clinical studies llc,massachusetts,brockton,02302,,189 quincy street
15388,CDM,IQVIA,SHP643-303,106,1-4RY7H2J,United_States,massachusetts general hospital,boston,massachusetts,02421,,100 blossom street
15390,CDM,PPD,TAK-981-1002,58002,,United_States,massachusetts general hospital,massachusetts,lexington,02421,,1 maguire roadlurie center for autism  department of pediatrics
15391,CDM,PPD,SHP647-301,1-10TILFY,,United_States,bay state clinical trials,massachusetts,watertown,02472,,521 mount auburn streetsuite 209
15393,CDM,PRA,TAK-041-2001,Ongur,1-1KTCE9T,United_States,mclean hospital,ma,belmont,024781064,,schizophrenia and bipolar disorder clinic115 mill street
15394,CDM,PPD,SHP647-305,1-112AV54,,United_States,phase iii clinical research,massachusetts,fall river,02720,,1030 president avenue
15396,CDM,PPD,SHP647-303,1-25ETRBZ,,United_States,ocean state clinical research partners,rhode island,lincoln,02865,,2 wake robin road
15403,CDM,PPD,SHP647-305,1-1117NN7,,United_States,velocity clinical research  providence  ern  ppds,rhode island,warwick,02886,,400 bald hill road
15406,CDM,PPD,SHP647-307,1-15Y7YN6,,United_States,kent hospital,rhode island,warwick,02888,,1050 warwick avenue
15413,CDM,PPD,SHP647-306,1-25X1Z0R,,United_States,gastroenterology specialists inc,rhode island,westerly,02891,,45 wells streetsuite 103
15420,CDM,PPD,TAK-981-1503,1-BAJ2GTN,,United_States,brown university oncology research group,rhode island,providence,02903,,233 richmond streetthe fain health centerroom 377
15421,CDM,IQVIA,C26002,58001,1-19938EM,United_States,h lee moffitt cancer center and research institute inc,providence,ri,02903,,593 eddy stlifespan oncology clinical research department
15423,CDM,PPD,Pevonedistat-2001,1-D8Y2GI,,United_States,rhode island hospital,rhode island,providence,02903,,593 eddy streethematology oncology george building
15424,CDM,PPD,SHP647-306,306-796,,United_States,rhode island hospital,rhode island,providence,02903,,593 eddy streethasbro childrens hospitalmph 138
15434,CDM,PPD,SHP647-301,1-ZK5DPZ,,United_States,gastroenterology associates,rhode island,providence,02904,,44 west river street
15436,CDM,PPD,SHP647-301,1-ZWXQTR,,United_States,university gastroenterology llc,rhode island,providence,02904,,148 w river streetsuite 3
15437,CDM,PPD,SHP607-202,1-15MY41X,,United_States,women  infants hospital,rhode island,providence,02905,,100 dudley street
15441,CDM,PPD,TAK-981-1503,1-BO97IAJ,,United_States,miriam hospital,rhode island,providence,02906,,164 summit avenuethe fain health center
15442,CDM,PPD,SHP620-303,1-TIJFG9,,United_States,miriam hospital,rhode island,providence,02906,,164 summit avenue
15444,CDM,PPD,SHP620-303,1-TIF985,,United_States,university medicine,rhode island,providence,02906,,1125 north main streetdivision of infection diseases
15445,CDM,PPD,C16029,1-YQMMF1,,United_States,roger williams medical center,rhode island,providence,02908,,825 chalkstone avenue
15447,CDM,PPD,C16014,1-FQZPH,,United_States,pharma resource,rhode island,east providence,02915,,2 hemingway drive
15448,CDM,PPD,SHP647-305,1-25EUVV0,,United_States,dartmouth hitchcock nashua east,new hampshire,nashua,03060,,21 e hollis street
15455,CDM,PPD,C16029,1-Y49D5Q,,United_States,new hampshire oncology hematology,new hampshire,exeter,03106,,200 technology drive
15456,CDM,PPD,SHP647-301,1-ZI69GK,,United_States,dartmouth hitchcock medical center,new hampshire,lebanon,03756,,1 medical center drivesuite 200
15457,CDM,PPD,Brigatinib-1003,1-619XIMU,,United_States,dartmouth hitchcock medical center,new hampshire,lebanon,03756,,one medical center drivenorris cotton cancer center
15459,CDM,PPD,C16021,1-8JVS74,,United_States,dartmouth hitchcock medical center,new hampshire,lebanon,03756,,one medical center drive
15471,CDM,PRA,TAK-041-2001,Green A,1-1KTCE5L,United_States,dartmouthhitchcock medical center,nh,lebanon,037661488,,psychiatric research center46 centerra parkway
15472,CDM,PPD,SHP647-301,1-XEX59C,,United_States,activmed practices  research inc,new hampshire,newington,03801,,2299 woodbury avenue2nd floor
15474,CDM,PPD,SHP647-307,1-269ZLYD,,United_States,gastroenterology professional association,new hampshire,portsmouth,03801,,330 borthwick avenueatlantic digestive specialistssuite 311jackson gray medical bldg
15481,CDM,PPD,C16014,1-LTWXA,,United_States,portsmouth regional hospital,new hampshire,portsmouth,03801,,155 borthwick avenuesuite 303
15483,CDM,PPD,C16014,58105,,United_States,maine center for cancer medicine and blood disorders,maine,scarborough,04074,,100 campus drivesuite 108
15485,CDM,PPD,NSMM-5001,1-LE3LRW,,United_States,maine center for cancer medicine and blood disorders,maine,scarborough,04074,,100 campus drive
15491,CDM,PPD,SHP647-302,1-21GAO4E,,United_States,portland gastroenterology center,maine,portland,04101,,161 marginal way
15498,CDM,PPD,SHP607-202,1-15NMR5H,,United_States,maine medical center scarborough,maine,portland,04102,,22 bramhall street
15500,CDM,PPD,NSMM-5001,58047,,United_States,central maine medical center,maine,lewiston,04240,,12 high streetsuite 205
15501,CDM,PPD,C16014,1-QTRTH,,United_States,maine va medical center  navref  ppds,maine,augusta,04330,,1 va center
15502,CDM,PPD,SHP647-301,1-110ZJPK,,United_States,acadia clinical research llc,maine,bangor,04401,,792 stillwater avenue
15504,CDM,PPD,SHP607-202,1-15NMR54,,United_States,eastern maine medical center,maine,bangor,04401,,489 state street
15505,CDM,PPD,C16014,1-HHSUD,,United_States,eastern maine medical center,maine,brewer,04412,,33 whiting hill roadsuite 21
15506,CDM,PPD,C16014,1-HHSTE,,United_States,white river junction veterans affairs medical center  navref  ppds,vermont,white river junction,050090001,,215 north main street
15511,CDM,PPD,SHP647-301,1-ZWUDDV,,United_States,dr ronald s mensh md,vermont,bennington,05201,,140 hospital drive
15513,CDM,PPD,MLN0002-3024,1-7JXXRC0,,United_States,fletcher allen health care,vermont,burlington,05401,,199 main streetcourthouse plaza
15514,CDM,PPD,TAK-079-1005,1-5D8IV2Y,,United_States,university of vermont,vermont,burlington,05401,,1 south prospect streetarnold level 2
15516,CDM,PPD,C16019,1-CJ0OXM,,United_States,university of vermont,vermont,burlington,05401,,111 colchester avenue
15528,CDM,PPD,SHP647-301,1-XEOOKC,,United_States,fletcher allen health care,vermont,burlington,05405,,89 beaumont avenue
15532,CDM,PPD,C16021,1-8JW0N3,,United_States,fletcher allen health care,vermont,burlington,05405,,89 beaumont avenuegiven building
15535,CDM,PPD,C16011,58018,,United_States,mayo clinic  ppds,minnesota,rochester,05590,,200 1st street southwesttransplant center
15536,CDM,PPD,SHP621-301,301-139,,United_States,connecticut clinical research foundation,connecticut,bristol,06010,,39 brewster road
15541,CDM,PPD,FOS,144,,United_States,university of connecticut,connecticut,farmington,06030,,263 farmington avenuesuite a
15542,CDM,PPD,SHP621-301,1-LUTH05,,United_States,connecticut gi,connecticut,farmington,06032,,21 south road
15543,CDM,PPD,SHP621-303,303-160,,United_States,connecticut gi pc  research division,connecticut,farmington,06032,,21 south roadsuite 1000
15546,CDM,PPD,VDZ-5034,58080,,United_States,connecticut gastroenterology,connecticut,glastonbury,06033,,300 western boulevardsuite 716
15547,CDM,PPD,TAK-071-2002,1-65R9S8X,,United_States,eastern connecticut neurology specialists llc,connecticut,manchester,06040,,394 west center street
15548,CDM,PPD,SHP647-301,1-ZNUS6Y,,United_States,ct gastroenterology and associates,connecticut,hartford,06105,,1000 asylum ave3212
15549,CDM,PPD,SHP647-307,1-15V83A9,,United_States,ct gastroenterology and associates,connecticut,hartford,06105,,3212 asylum avenue3212
15555,CDM,PPD,C16014,58045,,United_States,saint francis hospital and medical center,connecticut,hartford,06105,,114 woodland street
15558,CDM,PPD,Pevonedistat-2001,1-IPEJPJ,,United_States,saint francis hospital and medical center,connecticut,hartford,061051208,,114 woodland streetsaint francismount sinai regional cancer center
15559,CDM,PPD,SHP647-301,1-XZL2S9,,United_States,connecticut childrens medical center,connecticut,hartford,06106,,123 address
15561,CDM,PPD,HOS,058,,United_States,connecticut childrens medical center,connecticut,hartford,06106,,282 washington street
15565,CDM,PRA,Vedolizumab-2005,58010,1-1BUYDSD,United_States,connecticut childrens medical center,ct,hartford,06106,,282 washington streetsuite 2k
15567,CDM,IQVIA,161503,108,1-2XDM8BV,United_States,connecticut childrens medical center,hartford,connecticut,06106,,282 washington stsuite 4b
15570,CDM,PPD,SHP647-304,1-24Q9X3U,,United_States,connecticut gi,connecticut,hartford,06106,,85 seymour street
15571,CDM,PPD,SHP647-302,1-21RD31U,,United_States,connecticut gi,connecticut,hartford,06106,,85 seymour streetsuite 1000
15579,CDM,PPD,TAK-071-2002,1-65RA3AL,,United_States,coastal connecticut research llc  clinedge  ppds,connecticut,new london,06320,,342 montauk avenue
15582,CDM,PPD,C16021,1-8JW0J0,,United_States,oncology and hematology associates pc,connecticut,new london,06320,,3 shaws covesuite 201
15584,CDM,PPD,C16014,1-DX4GV,,United_States,eastern ct hematology and oncology associates,connecticut,norwich,06360,,330 washington streetsuite 220
15588,CDM,PPD,SHP647-305,1-ZI69K4,,United_States,connecticut gastroenterology,connecticut,guilford,06437,,111 goose lane2nd floor
15590,CDM,PPD,TAK-079-1004,1-5QGG605,,United_States,smilow cancer hospital care center at guilford,connecticut,guilford,06437,,111 goose lane
15591,CDM,PPD,SHP647-306,1-167WPRA,,United_States,midstate gastroenterology specialists,connecticut,meriden,06451,,455 lewis avenuesuite 105
